"";"link";"url";"num";"year";"...5";"L1"
"4290";"
 Т. 144  № 3";"contents.asp?id=75143852";"3";"2024";"05.12.2024";"Успехи современной биологии"
"4291";"
 Т. 143  № 1";"contents.asp?id=50404479";"1";"2023";"24.03.2023";"Успехи современной биологии"
"4292";"
 Т. 143  № 2";"contents.asp?id=50501919";"2";"2023";"13.04.2023";"Успехи современной биологии"
"4293";"
 Т. 143  № 3";"contents.asp?id=53985997";"3";"2023";"20.06.2023";"Успехи современной биологии"
"4294";"
 Т. 143  № 4";"contents.asp?id=54348315";"4";"2023";"30.08.2023";"Успехи современной биологии"
"4295";"
 Т. 143  № 5";"contents.asp?id=54620201";"5";"2023";"04.10.2023";"Успехи современной биологии"
"4296";"
 Т. 143  № 6";"contents.asp?id=54912702";"6";"2023";"29.11.2023";"Успехи современной биологии"
"4297";"
 Т. 142  № 1";"contents.asp?id=47806635";"1";"2022";"01.02.2022";"Успехи современной биологии"
"4298";"
 Т. 142  № 2";"contents.asp?id=48340215";"2";"2022";"29.04.2022";"Успехи современной биологии"
"4299";"
 Т. 142  № 3";"contents.asp?id=48621772";"3";"2022";"14.06.2022";"Успехи современной биологии"
"4300";"
 Т. 142  № 4";"contents.asp?id=49319307";"4";"2022";"23.08.2022";"Успехи современной биологии"
"4301";"
 Т. 142  № 5";"contents.asp?id=49523676";"5";"2022";"13.10.2022";"Успехи современной биологии"
"4302";"
 Т. 142  № 6";"contents.asp?id=49820544";"6";"2022";"29.11.2022";"Успехи современной биологии"
"4303";"
 Т. 141  № 1";"contents.asp?id=44652067";"1";"2021";"08.02.2021";"Успехи современной биологии"
"4304";"
 Т. 141  № 2";"contents.asp?id=45545134";"2";"2021";"14.04.2021";"Успехи современной биологии"
"4305";"
 Т. 141  № 3";"contents.asp?id=46120888";"3";"2021";"11.06.2021";"Успехи современной биологии"
"4306";"
 Т. 141  № 4";"contents.asp?id=46427700";"4";"2021";"18.08.2021";"Успехи современной биологии"
"4307";"
 Т. 141  № 5";"contents.asp?id=46650179";"5";"2021";"12.10.2021";"Успехи современной биологии"
"4308";"
 Т. 141  № 6";"contents.asp?id=47249462";"6";"2021";"30.11.2021";"Успехи современной биологии"
"4309";"
 Т. 140  № 1";"contents.asp?id=42366801";"1";"2020";"17.02.2020";"Успехи современной биологии"
"4310";"
 Т. 140  № 2";"contents.asp?id=42650988";"2";"2020";"10.04.2020";"Успехи современной биологии"
"4311";"
 Т. 140  № 3";"contents.asp?id=42890275";"3";"2020";"01.06.2020";"Успехи современной биологии"
"4312";"
 Т. 140  № 4";"contents.asp?id=43794365";"4";"2020";"17.08.2020";"Успехи современной биологии"
"4313";"
 Т. 140  № 5";"contents.asp?id=44038499";"5";"2020";"12.10.2020";"Успехи современной биологии"
"4314";"
 Т. 140  № 6";"contents.asp?id=44262670";"6";"2020";"27.11.2020";"Успехи современной биологии"
"4315";"
 Т. 55  № 1";"contents.asp?id=67973024";"1";"2024";"10.07.2024";"Успехи физиологических наук"
"4316";"
 Т. 55  № 2";"contents.asp?id=69184482";"2";"2024";"17.09.2024";"Успехи физиологических наук"
"4317";"
 Т. 55  № 3";"contents.asp?id=73678068";"3";"2024";"25.10.2024";"Успехи физиологических наук"
"4318";"
 Т. 54  № 1";"contents.asp?id=50404798";"1";"2023";"25.03.2023";"Успехи физиологических наук"
"4319";"
 Т. 54  № 2";"contents.asp?id=52258974";"2";"2023";"03.05.2023";"Успехи физиологических наук"
"4320";"
 Т. 54  № 3";"contents.asp?id=54238585";"3";"2023";"01.08.2023";"Успехи физиологических наук"
"4321";"
 Т. 54  № 4";"contents.asp?id=54720417";"4";"2023";"25.10.2023";"Успехи физиологических наук"
"4322";"
 Т. 53  № 1";"contents.asp?id=47423733";"1";"2022";"29.12.2021";"Успехи физиологических наук"
"4323";"
 Т. 53  № 2";"contents.asp?id=48103941";"2";"2022";"22.03.2022";"Успехи физиологических наук"
"4324";"
 Т. 53  № 3";"contents.asp?id=48659084";"3";"2022";"20.06.2022";"Успехи физиологических наук"
"4325";"
 Т. 53  № 4";"contents.asp?id=49515612";"4";"2022";"11.10.2022";"Успехи физиологических наук"
"4326";"
 Т. 52  № 1";"contents.asp?id=44573325";"1";"2021";"26.01.2021";"Успехи физиологических наук"
"4327";"
 Т. 52  № 2";"contents.asp?id=45071862";"2";"2021";"07.04.2021";"Успехи физиологических наук"
"4328";"
 Т. 52  № 3";"contents.asp?id=46198461";"3";"2021";"28.06.2021";"Успехи физиологических наук"
"4329";"
 Т. 52  № 4";"contents.asp?id=46650302";"4";"2021";"12.10.2021";"Успехи физиологических наук"
"4330";"
 Т. 51  № 1";"contents.asp?id=42257918";"1";"2020";"05.02.2020";"Успехи физиологических наук"
"4331";"
 Т. 51  № 2";"contents.asp?id=42652092";"2";"2020";"10.04.2020";"Успехи физиологических наук"
"4332";"
 Т. 51  № 3";"contents.asp?id=43089069";"3";"2020";"10.07.2020";"Успехи физиологических наук"
"4333";"
 Т. 51  № 4";"contents.asp?id=44038550";"4";"2020";"12.10.2020";"Успехи физиологических наук"
"4334";"
 № 1";"contents.asp?id=67895574";"1";"2024";"27.06.2024";"Физика Земли"
"4335";"
 № 2";"contents.asp?id=67874006";"2";"2024";"24.06.2024";"Физика Земли"
"4336";"
 № 3";"contents.asp?id=68001609";"3";"2024";"15.07.2024";"Физика Земли"
"4337";"
 № 4";"contents.asp?id=68543485";"4";"2024";"07.08.2024";"Физика Земли"
"4338";"
 № 1";"contents.asp?id=50403338";"1";"2023";"24.03.2023";"Физика Земли"
"4339";"
 № 2";"contents.asp?id=50434287";"2";"2023";"30.03.2023";"Физика Земли"
"4340";"
 № 3";"contents.asp?id=50461625";"3";"2023";"05.04.2023";"Физика Земли"
"4341";"
 № 4";"contents.asp?id=53836631";"4";"2023";"31.05.2023";"Физика Земли"
"4342";"
 № 5";"contents.asp?id=54238479";"5";"2023";"01.08.2023";"Физика Земли"
"4343";"
 № 6";"contents.asp?id=54597180";"6";"2023";"28.09.2023";"Физика Земли"
"4344";"
 № 1";"contents.asp?id=47563692";"1";"2022";"18.01.2022";"Физика Земли"
"4345";"
 № 2";"contents.asp?id=47957923";"2";"2022";"15.02.2022";"Физика Земли"
"4346";"
 № 3";"contents.asp?id=48412339";"3";"2022";"11.05.2022";"Физика Земли"
"4347";"
 № 4";"contents.asp?id=48620855";"4";"2022";"14.06.2022";"Физика Земли"
"4348";"
 № 5";"contents.asp?id=49235199";"5";"2022";"02.08.2022";"Физика Земли"
"4349";"
 № 6";"contents.asp?id=49515114";"6";"2022";"11.10.2022";"Физика Земли"
"4350";"
 № 1";"contents.asp?id=44429118";"1";"2021";"28.12.2020";"Физика Земли"
"4351";"
 № 2";"contents.asp?id=44674944";"2";"2021";"12.02.2021";"Физика Земли"
"4352";"
 № 3";"contents.asp?id=45156216";"3";"2021";"08.04.2021";"Физика Земли"
"4353";"
 № 4";"contents.asp?id=46121029";"4";"2021";"11.06.2021";"Физика Земли"
"4354";"
 № 5";"contents.asp?id=46389208";"5";"2021";"06.08.2021";"Физика Земли"
"4355";"
 № 6";"contents.asp?id=46621766";"6";"2021";"05.10.2021";"Физика Земли"
"4356";"
 № 1";"contents.asp?id=41806225";"1";"2020";"24.01.2020";"Физика Земли"
"4357";"
 № 2";"contents.asp?id=42339439";"2";"2020";"11.02.2020";"Физика Земли"
"4358";"
 № 3";"contents.asp?id=42635097";"3";"2020";"07.04.2020";"Физика Земли"
"4359";"
 № 4";"contents.asp?id=42929277";"4";"2020";"09.06.2020";"Физика Земли"
"4360";"
 № 5";"contents.asp?id=43793691";"5";"2020";"17.08.2020";"Физика Земли"
"4361";"
 № 6";"contents.asp?id=44091205";"6";"2020";"25.10.2020";"Физика Земли"
"4362";"
 Т. 50  № 1";"contents.asp?id=68531494";"1";"2024";"05.08.2024";"Физика и химия стекла"
"4363";"
 Т. 50  № 2";"contents.asp?id=68640700";"2";"2024";"30.08.2024";"Физика и химия стекла"
"4364";"
 Т. 50  № 3";"contents.asp?id=75081898";"3";"2024";"28.11.2024";"Физика и химия стекла"
"4365";"
 Т. 49  № 1";"contents.asp?id=50398525";"1";"2023";"24.03.2023";"Физика и химия стекла"
